_id,location,name_pollutant_substance,measurement_results,period,maximum_permissible_concentration,deviation
5030,площа Митна,азоту оксид,0.204,2021-04-30T00:00:00,0.4,-0.196
5031,площа Митна,азоту діоксид,0.245,2021-04-30T00:00:00,0.2,0.045
5032,площа Митна,ангідрид сірчистий,0.11,2021-04-30T00:00:00,0.5,-0.39
5033,вул. Дорошенка П. - вул. Словацького Ю.,вуглецю оксид,10.86,2021-04-30T00:00:00,5,5.86
5034,вул. Дорошенка П. - вул. Словацького Ю.,азоту оксид,0.28,2021-04-30T00:00:00,0.4,-0.12
5035,вул. Дорошенка П. - вул. Словацького Ю.,азоту діоксид,0.323,2021-04-30T00:00:00,0.2,0.123
5036,вул. Дорошенка П. - вул. Словацького Ю.,ангідрид сірчистий,0.162,2021-04-30T00:00:00,0.5,-0.338
5037,вул. Шпитальна - вул. Данилишина Д.,вуглецю оксид,2.47,2021-04-30T00:00:00,5,-2.53
5038,вул. Шпитальна - вул. Данилишина Д.,азоту оксид,0.064,2021-04-30T00:00:00,0.4,-0.336
5039,вул. Шпитальна - вул. Данилишина Д.,азоту діоксид,0.083,2021-04-30T00:00:00,0.2,-0.117
5040,вул. Шпитальна - вул. Данилишина Д.,ангідрид сірчистий,0.034,2021-04-30T00:00:00,0.5,-0.466
5041,проспект Чорновола В. – вул. Городоцька,вуглецю оксид,4.89,2021-06-30T00:00:00,5,-0.11
5042,проспект Чорновола В. – вул. Городоцька,азоту оксид,0.164,2021-06-30T00:00:00,0.4,-0.236
5043,проспект Чорновола В. – вул. Городоцька,азоту діоксид,0.206,2021-06-30T00:00:00,0.2,0.006
5044,проспект Чорновола В. – вул. Городоцька,ангідрид сірчистий,0.096,2021-06-30T00:00:00,0.5,-0.404
5045,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,вуглецю оксид,10.04,2021-06-30T00:00:00,5,5.04
5046,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту оксид,0.297,2021-06-30T00:00:00,0.4,-0.103
5047,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту діоксид,0.306,2021-06-30T00:00:00,0.2,0.106
5048,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,ангідрид сірчистий,0.163,2021-06-30T00:00:00,0.5,-0.337
5049,вул. Франка І. – вул. Руставелі Ш. – вул. Стрийська,вуглецю оксид,5.46,2021-06-30T00:00:00,5,0.46
5050,вул. Франка І. – вул. Руставелі Ш. – вул. Стрийська,азоту оксид,0.222,2021-06-30T00:00:00,0.4,-0.178
5051,вул. Франка І. – вул. Руставелі Ш. – вул. Стрийська,азоту діоксид,0.241,2021-06-30T00:00:00,0.2,0.041
5052,вул. Франка І. – вул. Руставелі Ш. – вул. Стрийська,ангідрид сірчистий,0.121,2021-06-30T00:00:00,0.5,-0.379
5053,"вул. Січових Стрільців – вул. Гнатюка В., акад.",вуглецю оксид,2.48,2021-06-30T00:00:00,5,-2.52
5054,"вул. Січових Стрільців – вул. Гнатюка В., акад.",азоту оксид,0.077,2021-06-30T00:00:00,0.4,-0.323
5055,"вул. Січових Стрільців – вул. Гнатюка В., акад.",азоту діоксид,0.072,2021-06-30T00:00:00,0.2,-0.128
5056,"вул. Січових Стрільців – вул. Гнатюка В., акад.",ангідрид сірчистий,0.089,2021-06-30T00:00:00,0.5,-0.411
5057,проспект Чорновола В. – вул. Під Дубом,вуглецю оксид,5.3,2021-06-30T00:00:00,5,0.3
5058,проспект Чорновола В. – вул. Під Дубом,азоту оксид,0.277,2021-06-30T00:00:00,0.4,-0.123
5059,проспект Чорновола В. – вул. Під Дубом,азоту діоксид,0.237,2021-06-30T00:00:00,0.2,0.037
5060,проспект Чорновола В. – вул. Під Дубом,ангідрид сірчистий,0.094,2021-06-30T00:00:00,0.5,-0.406
5061,вул. Личаківська – вул. Пасічна,вуглецю оксид,5.74,2021-06-30T00:00:00,5,0.74
5062,вул. Личаківська – вул. Пасічна,азоту оксид,0.188,2021-06-30T00:00:00,0.4,-0.212
5063,вул. Личаківська – вул. Пасічна,азоту діоксид,0.205,2021-06-30T00:00:00,0.2,0.005
5064,вул. Личаківська – вул. Пасічна,ангідрид сірчистий,0.138,2021-06-30T00:00:00,0.5,-0.362
5065,вул. Антоновича В. – вул. Бандери С. – вул. Русових,вуглецю оксид,3.43,2021-06-30T00:00:00,5,-1.57
5066,вул. Антоновича В. – вул. Бандери С. – вул. Русових,азоту оксид,0.106,2021-06-30T00:00:00,0.4,-0.294
5067,вул. Антоновича В. – вул. Бандери С. – вул. Русових,азоту діоксид,0.119,2021-06-30T00:00:00,0.2,-0.081
5068,вул. Антоновича В. – вул. Бандери С. – вул. Русових,ангідрид сірчистий,0.056,2021-06-30T00:00:00,0.5,-0.444
5069,"вул. Коперника М. – вул. Сахарова А., акад. – вул. Нечуя-Левицького І.",вуглецю оксид,4.32,2021-06-30T00:00:00,5,-0.68
5070,"вул. Коперника М. – вул. Сахарова А., акад. – вул. Нечуя-Левицького І.",азоту оксид,0.169,2021-06-30T00:00:00,0.4,-0.231
5071,"вул. Коперника М. – вул. Сахарова А., акад. – вул. Нечуя-Левицького І.",азоту діоксид,0.181,2021-06-30T00:00:00,0.2,-0.019
5072,"вул. Коперника М. – вул. Сахарова А., акад. – вул. Нечуя-Левицького І.",ангідрид сірчистий,0.179,2021-06-30T00:00:00,0.5,-0.321
5073,"вул. Стрийська – вул. Сахарова А., акад.",вуглецю оксид,7.05,2021-06-30T00:00:00,5,2.05
5074,"вул. Стрийська – вул. Сахарова А., акад.",азоту оксид,0.249,2021-06-30T00:00:00,0.4,-0.151
5075,"вул. Стрийська – вул. Сахарова А., акад.",азоту діоксид,0.258,2021-06-30T00:00:00,0.2,0.058
5076,"вул. Стрийська – вул. Сахарова А., акад.",ангідрид сірчистий,0.134,2021-06-30T00:00:00,0.5,-0.366
5077,вул. Стрийська – вул. Наукова,вуглецю оксид,5.17,2021-06-30T00:00:00,5,0.17
5078,вул. Стрийська – вул. Наукова,азоту оксид,0.178,2021-06-30T00:00:00,0.4,-0.222
5079,вул. Стрийська – вул. Наукова,азоту діоксид,0.19,2021-06-30T00:00:00,0.2,-0.01
5080,вул. Стрийська – вул. Наукова,ангідрид сірчистий,0.1,2021-06-30T00:00:00,0.5,-0.4
5081,вул. Виговського І. – вул. Кульпарківська,вуглецю оксид,6.28,2021-06-30T00:00:00,5,1.28
5082,вул. Виговського І. – вул. Кульпарківська,азоту оксид,0.25,2021-06-30T00:00:00,0.4,-0.15
5083,вул. Виговського І. – вул. Кульпарківська,азоту діоксид,0.241,2021-06-30T00:00:00,0.2,0.041
5084,вул. Виговського І. – вул. Кульпарківська,ангідрид сірчистий,0.125,2021-06-30T00:00:00,0.5,-0.375
5085,вул. Шевченка Т. – вул. Левандівська,вуглецю оксид,5.62,2021-06-30T00:00:00,5,0.62
5086,вул. Шевченка Т. – вул. Левандівська,азоту оксид,0.181,2021-06-30T00:00:00,0.4,-0.219
5087,вул. Шевченка Т. – вул. Левандівська,азоту діоксид,0.199,2021-06-30T00:00:00,0.2,-0.001
5088,вул. Шевченка Т. – вул. Левандівська,ангідрид сірчистий,0.111,2021-06-30T00:00:00,0.5,-0.389
5089,площа Князя Ярослава Осмомисла – вул. Гавришкевича С. – вул. Краківська,вуглецю оксид,3.9,2021-06-30T00:00:00,5,-1.1
5090,площа Князя Ярослава Осмомисла – вул. Гавришкевича С. – вул. Краківська,азоту оксид,0.167,2021-06-30T00:00:00,0.4,-0.233
5091,площа Князя Ярослава Осмомисла – вул. Гавришкевича С. – вул. Краківська,азоту діоксид,0.173,2021-06-30T00:00:00,0.2,-0.027
5092,площа Князя Ярослава Осмомисла – вул. Гавришкевича С. – вул. Краківська,ангідрид сірчистий,0.042,2021-06-30T00:00:00,0.5,-0.458
5093,"вул. Мазепи І., гетьм. – вул. Миколайчука І.",вуглецю оксид,4.61,2021-06-30T00:00:00,5,-0.39
5094,"вул. Мазепи І., гетьм. – вул. Миколайчука І.",азоту оксид,0.177,2021-06-30T00:00:00,0.4,-0.223
5095,"вул. Мазепи І., гетьм. – вул. Миколайчука І.",азоту діоксид,0.198,2021-06-30T00:00:00,0.2,-0.002
5096,"вул. Мазепи І., гетьм. – вул. Миколайчука І.",ангідрид сірчистий,0.109,2021-06-30T00:00:00,0.5,-0.391
5097,вул. Хмельницького Б. – вул. Опришківська,вуглецю оксид,5.48,2021-06-30T00:00:00,5,0.48
5098,вул. Хмельницького Б. – вул. Опришківська,азоту оксид,0.26,2021-06-30T00:00:00,0.4,-0.14
5099,вул. Хмельницького Б. – вул. Опришківська,азоту діоксид,0.234,2021-06-30T00:00:00,0.2,0.034
5100,вул. Хмельницького Б. – вул. Опришківська,ангідрид сірчистий,0.093,2021-06-30T00:00:00,0.5,-0.407
5101,вул. Городоцька – вул. Залізнична,вуглецю оксид,7.4,2021-06-30T00:00:00,5,2.4
5102,вул. Городоцька – вул. Залізнична,азоту оксид,0.248,2021-06-30T00:00:00,0.4,-0.152
5103,вул. Городоцька – вул. Залізнична,азоту діоксид,0.234,2021-06-30T00:00:00,0.2,0.034
5104,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,0.135,2021-06-30T00:00:00,0.5,-0.365
5105,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,6.08,2021-06-30T00:00:00,5,1.08
5106,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,0.328,2021-06-30T00:00:00,0.4,-0.072
5107,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,0.265,2021-06-30T00:00:00,0.2,0.065
5108,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,0.131,2021-06-30T00:00:00,0.5,-0.369
5109,вул. Городоцька - вул. Збиральна,вуглецю оксид,7.36,2021-06-30T00:00:00,5,2.36
5110,вул. Городоцька - вул. Збиральна,азоту оксид,0.258,2021-06-30T00:00:00,0.4,-0.142
5111,вул. Городоцька - вул. Збиральна,азоту діоксид,0.226,2021-06-30T00:00:00,0.2,0.026
5112,вул. Городоцька - вул. Збиральна,ангідрид сірчистий,0.176,2021-06-30T00:00:00,0.5,-0.324
5113,вул. Городоцька - вул. Виговського І.,вуглецю оксид,3.84,2021-06-30T00:00:00,5,-1.16
5114,вул. Городоцька - вул. Виговського І.,азоту оксид,0.191,2021-06-30T00:00:00,0.4,-0.209
5115,вул. Городоцька - вул. Виговського І.,азоту діоксид,0.138,2021-06-30T00:00:00,0.2,-0.062
5116,вул. Городоцька - вул. Виговського І.,ангідрид сірчистий,0.119,2021-06-30T00:00:00,0.5,-0.381
5117,"вул. Чупринки Т., ген. - вул. Горбачевського І.",вуглецю оксид,4.56,2021-06-30T00:00:00,5,-0.44
5118,"вул. Чупринки Т., ген. - вул. Горбачевського І.",азоту оксид,0.164,2021-06-30T00:00:00,0.4,-0.236
5119,"вул. Чупринки Т., ген. - вул. Горбачевського І.",азоту діоксид,0.189,2021-06-30T00:00:00,0.2,-0.011
5120,"вул. Чупринки Т., ген. - вул. Горбачевського І.",ангідрид сірчистий,0.099,2021-06-30T00:00:00,0.5,-0.401
5121,вул. Кульпарківська - вул. Городоцька,вуглецю оксид,7.75,2021-06-30T00:00:00,5,2.75
5122,вул. Кульпарківська - вул. Городоцька,азоту оксид,0.281,2021-06-30T00:00:00,0.4,-0.119
5123,вул. Кульпарківська - вул. Городоцька,азоту діоксид,0.266,2021-06-30T00:00:00,0.2,0.066
5124,вул. Кульпарківська - вул. Городоцька,ангідрид сірчистий,0.153,2021-06-30T00:00:00,0.5,-0.347
5125,вул. Шевченка Т. - вул. о. Омеляна Ковча,вуглецю оксид,7.81,2021-06-30T00:00:00,5,2.81
5126,вул. Шевченка Т. - вул. о. Омеляна Ковча,азоту оксид,0.307,2021-06-30T00:00:00,0.4,-0.093
5127,вул. Шевченка Т. - вул. о. Омеляна Ковча,азоту діоксид,0.25,2021-06-30T00:00:00,0.2,0.05
5128,вул. Шевченка Т. - вул. о. Омеляна Ковча,ангідрид сірчистий,0.129,2021-06-30T00:00:00,0.5,-0.371
5129,вул. Липинського В. - проспект Чорновола В.,вуглецю оксид,5.99,2021-06-30T00:00:00,5,0.99
5130,вул. Липинського В. - проспект Чорновола В.,азоту оксид,0.261,2021-06-30T00:00:00,0.4,-0.139
5131,вул. Липинського В. - проспект Чорновола В.,азоту діоксид,0.235,2021-06-30T00:00:00,0.2,0.035
5132,вул. Липинського В. - проспект Чорновола В.,ангідрид сірчистий,0.117,2021-06-30T00:00:00,0.5,-0.383
5133,вул. Липинського В. - вул. Хмельницького Б.,вуглецю оксид,5.26,2021-06-30T00:00:00,5,0.26
5134,вул. Липинського В. - вул. Хмельницького Б.,азоту оксид,0.198,2021-06-30T00:00:00,0.4,-0.202
5135,вул. Липинського В. - вул. Хмельницького Б.,азоту діоксид,0.209,2021-06-30T00:00:00,0.2,0.009
5136,вул. Липинського В. - вул. Хмельницького Б.,ангідрид сірчистий,0.112,2021-06-30T00:00:00,0.5,-0.388
5137,вул. Зелена - вул. Зубрівська,вуглецю оксид,5.25,2021-06-30T00:00:00,5,0.25
5138,вул. Зелена - вул. Зубрівська,азоту оксид,0.179,2021-06-30T00:00:00,0.4,-0.221
5139,вул. Зелена - вул. Зубрівська,азоту діоксид,0.198,2021-06-30T00:00:00,0.2,-0.002
5140,вул. Зелена - вул. Зубрівська,ангідрид сірчистий,0.13,2021-06-30T00:00:00,0.5,-0.37
5141,проспект Червоної Калини (Верхній Шувар),вуглецю оксид,6.81,2021-06-30T00:00:00,5,1.81
5142,проспект Червоної Калини (Верхній Шувар),азоту оксид,0.271,2021-06-30T00:00:00,0.4,-0.129
5143,проспект Червоної Калини (Верхній Шувар),азоту діоксид,0.287,2021-06-30T00:00:00,0.2,0.087
5144,проспект Червоної Калини (Верхній Шувар),ангідрид сірчистий,0.092,2021-06-30T00:00:00,0.5,-0.408
5145,вул. Зелена - вул. Конопницької М. - площа Петрушевича Є.,вуглецю оксид,5.15,2021-06-30T00:00:00,5,0.15
5146,вул. Зелена - вул. Конопницької М. - площа Петрушевича Є.,азоту оксид,0.144,2021-06-30T00:00:00,0.4,-0.256
5147,вул. Зелена - вул. Конопницької М. - площа Петрушевича Є.,азоту діоксид,0.173,2021-06-30T00:00:00,0.2,-0.027
5148,вул. Зелена - вул. Конопницької М. - площа Петрушевича Є.,ангідрид сірчистий,0.12,2021-06-30T00:00:00,0.5,-0.38
5149,площа Митна,вуглецю оксид,5.88,2021-06-30T00:00:00,5,0.88
5150,площа Митна,азоту оксид,0.17,2021-06-30T00:00:00,0.4,-0.23
5151,площа Митна,азоту діоксид,0.184,2021-06-30T00:00:00,0.2,-0.016
5152,площа Митна,ангідрид сірчистий,0.122,2021-06-30T00:00:00,0.5,-0.378
5153,вул. Дорошенка П. - вул. Словацького Ю.,вуглецю оксид,4.82,2021-06-30T00:00:00,5,-0.18
5154,вул. Дорошенка П. - вул. Словацького Ю.,азоту оксид,0.197,2021-06-30T00:00:00,0.4,-0.203
5155,вул. Дорошенка П. - вул. Словацького Ю.,азоту діоксид,0.209,2021-06-30T00:00:00,0.2,0.009
5156,вул. Дорошенка П. - вул. Словацького Ю.,ангідрид сірчистий,0.096,2021-06-30T00:00:00,0.5,-0.404
5157,вул. Шпитальна - вул. Данилишина Д.,вуглецю оксид,6.11,2021-06-30T00:00:00,5,1.11
5158,вул. Шпитальна - вул. Данилишина Д.,азоту оксид,0.189,2021-06-30T00:00:00,0.4,-0.211
5159,вул. Шпитальна - вул. Данилишина Д.,азоту діоксид,0.227,2021-06-30T00:00:00,0.2,0.027
5160,вул. Шпитальна - вул. Данилишина Д.,ангідрид сірчистий,0.109,2021-06-30T00:00:00,0.5,-0.391
5161,проспект Чорновола В. – вул. Городоцька,вуглецю оксид,5.35,2021-09-30T00:00:00,5,0.35
5162,проспект Чорновола В. – вул. Городоцька,азоту оксид,0.189,2021-09-30T00:00:00,0.4,-0.21
5163,проспект Чорновола В. – вул. Городоцька,азоту діоксид,0.203,2021-09-30T00:00:00,0.2,0.003
5164,проспект Чорновола В. – вул. Городоцька,ангідрид сірчистий,0.102,2021-09-30T00:00:00,0.5,-0.4
5165,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,вуглецю оксид,5.52,2021-09-30T00:00:00,5,0.52
5166,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту оксид,0.192,2021-09-30T00:00:00,0.4,-0.21
5167,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,азоту діоксид,0.179,2021-09-30T00:00:00,0.2,-0.02
5168,вул. Франка І. – вул. Левицького К. – вул. Князя Романа,ангідрид сірчистий,0.117,2021-09-30T00:00:00,0.5,-0.38
5169,вул. Франка І. – вул. Руставелі Ш. – вул. Стрийська,вуглецю оксид,5.01,2021-09-30T00:00:00,5,0.01
5170,вул. Франка І. – вул. Руставелі Ш. – вул. Стрийська,азоту оксид,0.158,2021-09-30T00:00:00,0.4,-0.24
5171,вул. Франка І. – вул. Руставелі Ш. – вул. Стрийська,азоту діоксид,0.18,2021-09-30T00:00:00,0.2,-0.02
5172,вул. Франка І. – вул. Руставелі Ш. – вул. Стрийська,ангідрид сірчистий,0.093,2021-09-30T00:00:00,0.5,-0.41
5173,"вул. Січових Стрільців – вул. Гнатюка В., акад.",вуглецю оксид,3.11,2021-09-30T00:00:00,5,-1.89
5174,"вул. Січових Стрільців – вул. Гнатюка В., акад.",азоту оксид,0.105,2021-09-30T00:00:00,0.4,-0.3
5175,"вул. Січових Стрільців – вул. Гнатюка В., акад.",азоту діоксид,0.117,2021-09-30T00:00:00,0.2,-0.08
5176,"вул. Січових Стрільців – вул. Гнатюка В., акад.",ангідрид сірчистий,0.054,2021-09-30T00:00:00,0.5,-0.45
5177,проспект Чорновола В. – вул. Під Дубом,вуглецю оксид,4.97,2021-09-30T00:00:00,5,-0.03
5178,проспект Чорновола В. – вул. Під Дубом,азоту оксид,0.201,2021-09-30T00:00:00,0.4,-0.2
5179,проспект Чорновола В. – вул. Під Дубом,азоту діоксид,0.198,2021-09-30T00:00:00,0.2,-0.002
5180,проспект Чорновола В. – вул. Під Дубом,ангідрид сірчистий,0.102,2021-09-30T00:00:00,0.5,-0.4
5181,вул. Личаківська – вул. Пасічна,вуглецю оксид,5.28,2021-09-30T00:00:00,5,0.28
5182,вул. Личаківська – вул. Пасічна,азоту оксид,0.169,2021-09-30T00:00:00,0.4,-0.23
5183,вул. Личаківська – вул. Пасічна,азоту діоксид,0.162,2021-09-30T00:00:00,0.2,-0.04
5184,вул. Личаківська – вул. Пасічна,ангідрид сірчистий,0.075,2021-09-30T00:00:00,0.5,-0.43
5185,вул. Антоновича В. – вул. Бандери С. – вул. Русових,вуглецю оксид,0.96,2021-09-30T00:00:00,5,-4.04
5186,вул. Антоновича В. – вул. Бандери С. – вул. Русових,азоту оксид,0.058,2021-09-30T00:00:00,0.4,-0.34
5187,вул. Антоновича В. – вул. Бандери С. – вул. Русових,азоту діоксид,0.042,2021-09-30T00:00:00,0.2,-0.16
5188,вул. Антоновича В. – вул. Бандери С. – вул. Русових,ангідрид сірчистий,0.019,2021-09-30T00:00:00,0.5,-0.48
5189,"вул. Коперника М. – вул. Сахарова А., акад. – вул. Нечуя-Левицького І.",вуглецю оксид,5.89,2021-09-30T00:00:00,5,0.89
5190,"вул. Коперника М. – вул. Сахарова А., акад. – вул. Нечуя-Левицького І.",азоту оксид,0.21,2021-09-30T00:00:00,0.4,-0.19
5191,"вул. Коперника М. – вул. Сахарова А., акад. – вул. Нечуя-Левицького І.",азоту діоксид,0.198,2021-09-30T00:00:00,0.2,-0.002
5192,"вул. Коперника М. – вул. Сахарова А., акад. – вул. Нечуя-Левицького І.",ангідрид сірчистий,0.105,2021-09-30T00:00:00,0.5,-0.4
5193,"вул. Стрийська – вул. Сахарова А., акад.",вуглецю оксид,6.29,2021-09-30T00:00:00,5,1.29
5194,"вул. Стрийська – вул. Сахарова А., акад.",азоту оксид,0.28,2021-09-30T00:00:00,0.4,-0.12
5195,"вул. Стрийська – вул. Сахарова А., акад.",азоту діоксид,0.277,2021-09-30T00:00:00,0.2,0.08
5196,"вул. Стрийська – вул. Сахарова А., акад.",ангідрид сірчистий,0.139,2021-09-30T00:00:00,0.5,-0.36
5197,вул. Стрийська – вул. Наукова,вуглецю оксид,5.36,2021-09-30T00:00:00,5,0.36
5198,вул. Стрийська – вул. Наукова,азоту оксид,0.257,2021-09-30T00:00:00,0.4,-0.14
5199,вул. Стрийська – вул. Наукова,азоту діоксид,0.214,2021-09-30T00:00:00,0.2,0.01
5200,вул. Стрийська – вул. Наукова,ангідрид сірчистий,0.115,2021-09-30T00:00:00,0.5,-0.39
5201,вул. Виговського І. – вул. Кульпарківська,вуглецю оксид,5.74,2021-09-30T00:00:00,5,0.74
5202,вул. Виговського І. – вул. Кульпарківська,азоту оксид,0.269,2021-09-30T00:00:00,0.4,-0.13
5203,вул. Виговського І. – вул. Кульпарківська,азоту діоксид,0.233,2021-09-30T00:00:00,0.2,0.03
5204,вул. Виговського І. – вул. Кульпарківська,ангідрид сірчистий,0.14,2021-09-30T00:00:00,0.5,-0.36
5205,вул. Шевченка Т. – вул. Левандівська,вуглецю оксид,4.04,2021-09-30T00:00:00,5,-0.96
5206,вул. Шевченка Т. – вул. Левандівська,азоту оксид,0.201,2021-09-30T00:00:00,0.4,-0.2
5207,вул. Шевченка Т. – вул. Левандівська,азоту діоксид,0.167,2021-09-30T00:00:00,0.2,-0.03
5208,вул. Шевченка Т. – вул. Левандівська,ангідрид сірчистий,0.071,2021-09-30T00:00:00,0.5,-0.43
5209,площа Князя Ярослава Осмомисла – вул. Гавришкевича С. – вул. Краківська,вуглецю оксид,4.5,2021-09-30T00:00:00,5,-0.5
5210,площа Князя Ярослава Осмомисла – вул. Гавришкевича С. – вул. Краківська,азоту оксид,0.143,2021-09-30T00:00:00,0.4,-0.26
5211,площа Князя Ярослава Осмомисла – вул. Гавришкевича С. – вул. Краківська,азоту діоксид,0.166,2021-09-30T00:00:00,0.2,-0.03
5212,площа Князя Ярослава Осмомисла – вул. Гавришкевича С. – вул. Краківська,ангідрид сірчистий,0.082,2021-09-30T00:00:00,0.5,-0.42
5213,"вул. Мазепи І., гетьм. – вул. Миколайчука І.",вуглецю оксид,4.42,2021-09-30T00:00:00,5,-0.58
5214,"вул. Мазепи І., гетьм. – вул. Миколайчука І.",азоту оксид,0.227,2021-09-30T00:00:00,0.4,-0.17
5215,"вул. Мазепи І., гетьм. – вул. Миколайчука І.",азоту діоксид,0.214,2021-09-30T00:00:00,0.2,0.01
5216,"вул. Мазепи І., гетьм. – вул. Миколайчука І.",ангідрид сірчистий,0.099,2021-09-30T00:00:00,0.5,-0.4
5217,вул. Хмельницького Б. – вул. Опришківська,вуглецю оксид,7.52,2021-09-30T00:00:00,5,2.52
5218,вул. Хмельницького Б. – вул. Опришківська,азоту оксид,0.301,2021-09-30T00:00:00,0.4,-0.1
5219,вул. Хмельницького Б. – вул. Опришківська,азоту діоксид,0.244,2021-09-30T00:00:00,0.2,0.04
5220,вул. Хмельницького Б. – вул. Опришківська,ангідрид сірчистий,0.17,2021-09-30T00:00:00,0.5,-0.33
5221,вул. Городоцька – вул. Залізнична,вуглецю оксид,5.57,2021-09-30T00:00:00,5,0.57
5222,вул. Городоцька – вул. Залізнична,азоту оксид,0.255,2021-09-30T00:00:00,0.4,-0.15
5223,вул. Городоцька – вул. Залізнична,азоту діоксид,0.241,2021-09-30T00:00:00,0.2,0.04
5224,вул. Городоцька – вул. Залізнична,ангідрид сірчистий,0.128,2021-09-30T00:00:00,0.5,-0.37
5225,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,7.06,2021-09-30T00:00:00,5,2.06
5226,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,0.281,2021-09-30T00:00:00,0.4,-0.12
5227,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,0.269,2021-09-30T00:00:00,0.2,0.07
5228,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,0.155,2021-09-30T00:00:00,0.5,-0.35
5229,вул. Городоцька - вул. Збиральна,вуглецю оксид,4.54,2021-09-30T00:00:00,5,-0.46
5230,вул. Городоцька - вул. Збиральна,азоту оксид,0.236,2021-09-30T00:00:00,0.4,-0.16
5231,вул. Городоцька - вул. Збиральна,азоту діоксид,0.204,2021-09-30T00:00:00,0.2,0.004
5232,вул. Городоцька - вул. Збиральна,ангідрид сірчистий,0.101,2021-09-30T00:00:00,0.5,-0.4
5233,вул. Городоцька - вул. Виговського І.,вуглецю оксид,3.43,2021-09-30T00:00:00,5,-1.57
5234,вул. Городоцька - вул. Виговського І.,азоту оксид,0.175,2021-09-30T00:00:00,0.4,-0.23
5235,вул. Городоцька - вул. Виговського І.,азоту діоксид,0.151,2021-09-30T00:00:00,0.2,-0.05
5236,вул. Городоцька - вул. Виговського І.,ангідрид сірчистий,0.106,2021-09-30T00:00:00,0.5,-0.39
5237,"вул. Чупринки Т., ген. - вул. Горбачевського І.",вуглецю оксид,6.12,2021-09-30T00:00:00,5,1.12
5238,"вул. Чупринки Т., ген. - вул. Горбачевського І.",азоту оксид,0.159,2021-09-30T00:00:00,0.4,-0.24
5239,"вул. Чупринки Т., ген. - вул. Горбачевського І.",азоту діоксид,0.23,2021-09-30T00:00:00,0.2,0.03
5240,"вул. Чупринки Т., ген. - вул. Горбачевського І.",ангідрид сірчистий,0.151,2021-09-30T00:00:00,0.5,-0.35
5241,вул. Кульпарківська - вул. Городоцька,вуглецю оксид,7.5,2021-09-30T00:00:00,5,2.5
5242,вул. Кульпарківська - вул. Городоцька,азоту оксид,0.3,2021-09-30T00:00:00,0.4,-0.1
5243,вул. Кульпарківська - вул. Городоцька,азоту діоксид,0.253,2021-09-30T00:00:00,0.2,0.05
5244,вул. Кульпарківська - вул. Городоцька,ангідрид сірчистий,0.133,2021-09-30T00:00:00,0.5,-0.37
5245,вул. Шевченка Т. - вул. о. Омеляна Ковча,вуглецю оксид,6.69,2021-09-30T00:00:00,5,1.69
5246,вул. Шевченка Т. - вул. о. Омеляна Ковча,азоту оксид,0.262,2021-09-30T00:00:00,0.4,-0.14
5247,вул. Шевченка Т. - вул. о. Омеляна Ковча,азоту діоксид,0.22,2021-09-30T00:00:00,0.2,0.02
5248,вул. Шевченка Т. - вул. о. Омеляна Ковча,ангідрид сірчистий,0.135,2021-09-30T00:00:00,0.5,-0.37
5249,вул. Липинського В. - проспект Чорновола В.,вуглецю оксид,8.74,2021-09-30T00:00:00,5,3.74
5250,вул. Липинського В. - проспект Чорновола В.,азоту оксид,0.249,2021-09-30T00:00:00,0.4,-0.15
5251,вул. Липинського В. - проспект Чорновола В.,азоту діоксид,0.292,2021-09-30T00:00:00,0.2,0.09
5252,вул. Липинського В. - проспект Чорновола В.,ангідрид сірчистий,0.18,2021-09-30T00:00:00,0.5,-0.32
5253,вул. Липинського В. - вул. Хмельницького Б.,вуглецю оксид,6.81,2021-09-30T00:00:00,5,1.81
5254,вул. Липинського В. - вул. Хмельницького Б.,азоту оксид,0.281,2021-09-30T00:00:00,0.4,-0.12
5255,вул. Липинського В. - вул. Хмельницького Б.,азоту діоксид,0.244,2021-09-30T00:00:00,0.2,0.04
5256,вул. Липинського В. - вул. Хмельницького Б.,ангідрид сірчистий,0.17,2021-09-30T00:00:00,0.5,-0.33
5257,вул. Зелена - вул. Зубрівська,вуглецю оксид,5.12,2021-09-30T00:00:00,5,0.12
5258,вул. Зелена - вул. Зубрівська,азоту оксид,0.228,2021-09-30T00:00:00,0.4,-0.17
5259,вул. Зелена - вул. Зубрівська,азоту діоксид,0.24,2021-09-30T00:00:00,0.2,0.04
