_id,location,name_pollutant_substance,measurement_results,period,maximum_permissible_concentration,deviation
4239,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,NA,2014-12-31T00:00:00,0.2,null
4240,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,NA,2014-12-31T00:00:00,0.5,null
4241,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,NA,2015-03-31T00:00:00,5,null
4242,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,NA,2015-03-31T00:00:00,0.4,null
4243,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,NA,2015-03-31T00:00:00,0.2,null
4244,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,NA,2015-03-31T00:00:00,0.5,null
4245,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,NA,2015-06-30T00:00:00,5,null
4246,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,NA,2015-06-30T00:00:00,0.4,null
4247,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,NA,2015-06-30T00:00:00,0.2,null
4248,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,NA,2015-06-30T00:00:00,0.5,null
4249,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,NA,2015-09-30T00:00:00,5,null
4250,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,NA,2015-09-30T00:00:00,0.4,null
4251,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,NA,2015-09-30T00:00:00,0.2,null
4252,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,NA,2015-09-30T00:00:00,0.5,null
4253,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,NA,2015-12-31T00:00:00,5,null
4254,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,NA,2015-12-31T00:00:00,0.4,null
4255,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,NA,2015-12-31T00:00:00,0.2,null
4256,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,NA,2015-12-31T00:00:00,0.5,null
4257,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,8.56,2016-03-31T00:00:00,5,3.56
4258,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,0.251,2016-03-31T00:00:00,0.4,-0.15
4259,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,0.275,2016-03-31T00:00:00,0.2,0.08
4260,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,0.113,2016-03-31T00:00:00,0.5,-0.39
4261,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,10.04,2016-06-30T00:00:00,5,5.04
4262,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,0.3,2016-06-30T00:00:00,0.4,-0.1
4263,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,0.309,2016-06-30T00:00:00,0.2,0.11
4264,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,0.131,2016-06-30T00:00:00,0.5,-0.37
4265,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,7.33,2016-09-30T00:00:00,5,2.33
4266,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,0.235,2016-09-30T00:00:00,0.4,-0.17
4267,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,0.254,2016-09-30T00:00:00,0.2,0.05
4268,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,0.123,2016-09-30T00:00:00,0.5,-0.38
4269,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,7.55,2016-12-31T00:00:00,5,2.55
4270,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,0.25,2016-12-31T00:00:00,0.4,-0.15
4271,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,0.261,2016-12-31T00:00:00,0.2,0.06
4272,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,0.103,2016-12-31T00:00:00,0.5,-0.4
4273,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,9.05,2017-03-31T00:00:00,5,4.05
4274,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,0.27,2017-03-31T00:00:00,0.4,-0.13
4275,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,0.277,2017-03-31T00:00:00,0.2,0.08
4276,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,0.143,2017-03-31T00:00:00,0.5,-0.36
4277,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,7.95,2017-06-30T00:00:00,5,2.95
4278,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,0.258,2017-06-30T00:00:00,0.4,-0.14
4279,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,0.291,2017-06-30T00:00:00,0.2,0.09
4280,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,0.173,2017-06-30T00:00:00,0.5,-0.33
4281,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,13.39,2017-09-30T00:00:00,5,8.39
4282,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,0.429,2017-09-30T00:00:00,0.4,0.03
4283,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,0.518,2017-09-30T00:00:00,0.2,0.32
4284,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,0.226,2017-09-30T00:00:00,0.5,-0.27
4285,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,12.56,2017-12-31T00:00:00,5,7.56
4286,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,0.298,2017-12-31T00:00:00,0.4,-0.1
4287,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,0.365,2017-12-31T00:00:00,0.2,0.17
4288,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,0.189,2017-12-31T00:00:00,0.5,-0.31
4289,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,8.51,2018-03-31T00:00:00,5,3.51
4290,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,0.268,2018-03-31T00:00:00,0.4,-0.13
4291,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,0.304,2018-03-31T00:00:00,0.2,0.1
4292,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,0.161,2018-03-31T00:00:00,0.5,-0.34
4293,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,13.11,2018-06-30T00:00:00,5,8.11
4294,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,0.406,2018-06-30T00:00:00,0.4,0.01
4295,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,0.444,2018-06-30T00:00:00,0.2,0.24
4296,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,0.201,2018-06-30T00:00:00,0.5,-0.3
4297,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,14.12,2018-09-30T00:00:00,5,9.12
4298,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,0.431,2018-09-30T00:00:00,0.4,0.03
4299,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,0.457,2018-09-30T00:00:00,0.2,0.26
4300,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,0.211,2018-09-30T00:00:00,0.5,-0.29
4301,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,6.34,2018-12-31T00:00:00,5,1.34
4302,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,0.209,2018-12-31T00:00:00,0.4,-0.19
4303,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,0.222,2018-12-31T00:00:00,0.2,0.02
4304,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,0.183,2018-12-31T00:00:00,0.5,-0.32
4305,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,8.77,2019-03-31T00:00:00,5,3.77
4306,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,0.28,2019-03-31T00:00:00,0.4,-0.12
4307,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,0.291,2019-03-31T00:00:00,0.2,0.09
4308,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,0.171,2019-03-31T00:00:00,0.5,-0.33
4309,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,9.94,2019-06-30T00:00:00,5,4.94
4310,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,0.363,2019-06-30T00:00:00,0.4,-0.04
4311,вул. Сяйво – вул. Широка – вул. Левандівська,азоту діоксид,0.381,2019-06-30T00:00:00,0.2,0.18
4312,вул. Сяйво – вул. Широка – вул. Левандівська,ангідрид сірчистий,0.224,2019-06-30T00:00:00,0.5,-0.28
4313,вул. Сяйво – вул. Широка – вул. Левандівська,вуглецю оксид,8.88,2019-09-30T00:00:00,5,3.88
4314,вул. Сяйво – вул. Широка – вул. Левандівська,азоту оксид,0.314,2019-09-30T00:00:00,0.4,-0.09
